Date,G1_Sales,G2_Sales,G3_Sales,G4_Sales,G5_Sales,G6_Sales,Cloudiness,Temperature,Wind Speed,Weather Code,KielerWoche
2013-08-01,157.854023011106,667.213719343287,304.830310037868,60.561457322972494,322.294307178179,0.0,6.0,23.4,7.0,21.0,0.0
2013-08-02,117.359342094889,689.695100983376,379.526700654912,68.1222020855149,282.371517214865,0.0,0.0,31.4375,7.0,0.0,0.0
2013-08-03,186.02717877007896,930.8017031504979,454.705780795563,51.2749992906831,399.283316370115,0.0,4.0,23.3625,11.0,63.0,0.0
2013-08-04,104.708216687715,862.7524290289849,382.85648750844,67.1568816245378,461.70484899248294,0.0,3.0,23.05,8.0,0.0,0.0
2013-08-05,146.775309890073,520.947179812455,331.615355447409,0.0,354.247243408463,0.0,0.0,25.8,10.0,0.0,0.0
2013-08-06,131.956277381283,498.920948322354,344.104806694018,69.705360420462,441.521507016938,0.0,5.0,22.225,13.0,0.0,0.0
2013-08-07,160.593417296116,519.197204695832,341.483544581514,83.1094116270633,423.85031819153295,0.0,4.0,19.2125,8.0,0.0,0.0
2013-08-08,153.099424561652,486.25509543792,298.005519792868,96.7720958104522,464.87537153539,0.0,7.0,16.975,12.0,20.0,0.0
2013-08-09,125.620344387906,539.975155104136,328.22992428157,81.48177972411251,450.085987485785,0.0,4.0,20.3375,10.0,21.0,0.0
2013-08-10,185.177162656408,614.5118306687849,351.617029216224,59.9811123644503,450.993337129113,0.0,7.0,19.3625,12.0,61.0,0.0
2013-08-11,73.2088330039992,666.9113081568,341.033029953849,60.7087857619079,583.491717818235,0.0,7.0,16.3875,9.0,61.0,0.0
2013-08-12,154.504729536697,510.019126480035,253.6233554703,97.74061664267121,356.026341718574,0.0,7.0,16.45,11.0,63.0,0.0
2013-08-13,134.064451548102,535.403212817658,271.591283834177,113.863641914766,344.643463915453,0.0,3.0,16.4,16.0,95.0,0.0
2013-08-14,156.972510536869,520.123590697437,309.116290264651,105.567865241887,441.253111778104,0.0,4.0,18.2625,18.0,61.0,0.0
2013-08-15,164.763795399756,538.231262832354,266.575408936199,59.7561020638342,416.610037755781,0.0,3.0,19.8,8.0,0.0,0.0
2013-08-16,147.79799759804,552.153714601025,241.76897512804,75.25646195915388,344.468629393561,0.0,4.0,23.575,11.0,0.0,0.0
2013-08-17,221.630418006017,583.657434231324,280.170045804428,96.5293135082104,519.834929394153,0.0,6.0,20.55,7.0,0.0,0.0
2013-08-18,92.48977850602601,669.186211470815,282.599786111443,150.122396942697,479.499541699925,0.0,7.0,18.5875,10.0,63.0,0.0
2013-08-19,145.87913275728,499.91251285693295,249.391160860983,107.407999333161,374.24711708274896,0.0,5.0,18.4875,8.0,0.0,0.0
2013-08-20,111.842396126739,478.730297151576,257.620799680939,64.5022565329893,340.090359959321,0.0,7.0,17.775,8.0,61.0,0.0
2013-08-21,125.336522713024,440.815636456397,271.133442105753,65.9210119267558,352.69532419864294,0.0,5.0,20.125,8.0,0.0,0.0
2013-08-22,132.916428220302,497.731338188322,229.32343558919496,111.144301377526,343.348933556103,0.0,4.0,21.6625,8.0,0.0,0.0
2013-08-23,162.958958703106,503.672089526472,260.926195756112,94.22729028892739,375.31756766284497,0.0,1.0,22.0375,14.0,0.0,0.0
2013-08-24,201.543109556297,707.94429725517,282.401869590288,124.737464409769,536.196771958902,0.0,0.0,20.85,16.0,5.0,0.0
2013-08-25,83.0226725739551,726.2576495237748,360.817001197227,141.066888354584,495.194334936839,0.0,0.0,21.3875,16.0,5.0,0.0
2013-08-26,165.829031676714,451.53674081542096,244.936370498996,104.448858869003,368.72576849632,0.0,0.0,20.125,15.0,5.0,0.0
2013-08-27,118.473650434102,442.318352086176,251.053043195831,89.3398068106772,305.77200439049,0.0,1.0,21.0875,12.0,0.0,0.0
2013-08-28,108.876991442649,418.297941202801,225.878194718714,87.5160458910728,349.390973099531,0.0,0.0,21.3,7.0,0.0,0.0
2013-08-29,178.178023803315,386.390267686346,198.77640729880096,67.1751319746152,396.454612761332,0.0,3.0,20.2125,11.0,0.0,0.0
2013-08-30,133.150828452892,492.141265198519,184.252334847289,77.93530681308428,343.345686609289,0.0,6.0,19.7875,8.0,5.0,0.0
2013-08-31,130.821314898435,581.490537751984,265.410807550213,86.0077280021026,344.096618940689,0.0,5.0,18.35,16.0,21.0,0.0
2013-09-01,95.9704314892471,481.584829613001,239.54508407073496,139.776992842103,400.375251601544,0.0,7.0,15.8625,16.0,61.0,0.0
2013-09-02,138.408723210465,350.023432755307,165.884794599896,97.5577291094531,236.082416986532,0.0,7.0,16.575,17.0,63.0,0.0
2013-09-03,138.825618927843,357.401285676803,174.655491296255,66.7042185386037,270.350123886175,0.0,7.0,18.225,11.0,21.0,0.0
2013-09-04,100.221969526295,362.249371679536,162.83743839423,102.369988965095,308.670506473354,0.0,7.0,18.125,5.0,0.0,0.0
2013-09-05,173.658100347255,400.95010523182,155.795527807677,64.7180977987766,309.022150561535,0.0,0.0,21.7,8.0,0.0,0.0
2013-09-06,171.415179710314,395.673296994009,183.372780096599,79.6716952926438,307.019415636833,0.0,0.0,24.7,9.0,0.0,0.0
2013-09-07,186.03406096376696,591.523547732665,215.339022862711,65.0128197234662,447.99174567844096,0.0,6.0,22.7625,7.0,0.0,0.0
2013-09-08,88.89259581098278,576.040699297842,261.723925353895,115.868951321453,453.792300083562,0.0,7.0,20.1625,8.0,61.0,0.0
2013-09-09,169.359968504942,331.98129398645693,155.698998919682,78.4321446410245,266.740185481098,0.0,8.0,11.575,11.0,63.0,0.0
2013-09-10,89.6944536084346,363.667829135983,186.631885480156,75.320737395332,272.085784886284,0.0,6.0,13.5875,11.0,65.0,0.0
2013-09-11,103.363686559795,350.81380789681,156.993834222857,84.1743682721035,266.283742487977,0.0,6.0,13.9,8.0,61.0,0.0
2013-09-12,106.474399987548,354.282593212868,128.957531070768,79.9069125959926,291.297115676725,0.0,6.0,16.1125,6.0,61.0,0.0
2013-09-13,122.564626199915,413.041864366013,142.450922270702,60.0423801030524,306.313400312796,0.0,6.0,17.4375,5.0,21.0,0.0
2013-09-14,174.938807466572,530.825102628704,230.524249936583,68.6316728927997,383.083373412478,0.0,5.0,17.625,10.0,63.0,0.0
2013-09-15,55.1960062296304,494.90818507844693,199.525819245624,150.947116904365,368.235519264474,0.0,7.0,14.8625,10.0,21.0,0.0
2013-09-16,146.760234890658,363.701917843028,150.458078596152,68.5094924358894,230.653426038182,0.0,3.0,13.1375,13.0,21.0,0.0
2013-09-17,136.118044538363,321.054881338889,121.601419092438,88.0432401860715,320.526447004404,0.0,5.0,13.1375,10.0,63.0,0.0
2013-09-18,152.255085210606,327.413713418182,123.430475306719,81.9233275996418,273.5407716877,0.0,4.0,13.05,9.0,0.0,0.0
2013-09-19,148.674992078993,362.273757016504,127.595436733938,56.2795004974713,300.262376130314,0.0,5.0,14.8375,11.0,63.0,0.0
2013-09-20,110.159250328825,375.16829079452,119.995567870545,87.4952661591497,377.403500794794,0.0,7.0,13.525,6.0,0.0,0.0
2013-09-21,178.263887943827,525.0140977885828,227.17812505778,48.2782247656494,320.960054511642,0.0,7.0,15.35,9.0,0.0,0.0
2013-09-22,86.66689738215969,500.57961782773293,216.025597526986,181.071825652617,359.99538027315,0.0,6.0,17.1375,14.0,21.0,0.0
2013-09-23,111.128410563554,339.417738661045,115.173949077037,72.8638989817766,293.881781699553,0.0,7.0,17.3125,14.0,21.0,0.0
2013-09-24,139.64144576808,314.00466178787,107.515311254663,91.9109696976559,261.601833826599,0.0,8.0,15.7375,10.0,0.0,0.0
2013-09-25,117.94119333604,333.964687913619,133.455357081465,83.2754466610357,298.284260355615,0.0,6.0,13.5375,7.0,61.0,0.0
2013-09-26,203.314345156607,348.862509645868,111.331440019646,52.941881720673294,287.793533580575,0.0,1.0,12.9875,12.0,0.0,0.0
2013-09-27,135.507291692088,337.894647078396,102.187864090432,93.94406707285489,283.206061885802,0.0,5.0,13.0125,8.0,21.0,0.0
2013-09-28,134.613756840197,578.156874149585,247.995826181906,98.43757741523027,290.84887886944,0.0,0.0,13.1,8.0,0.0,0.0
2013-09-29,68.6316896995448,503.155199518292,194.986111359586,148.939102156167,304.830463976939,0.0,3.0,14.175,12.0,0.0,0.0
2013-09-30,156.502435955326,360.827106059368,141.992865332313,98.1860676233875,331.154356903853,0.0,1.0,12.825,14.0,0.0,0.0
2013-10-01,123.397540137977,356.816079467772,135.614594111775,67.6549909234488,351.590991371398,0.0,0.0,12.9125,13.0,5.0,0.0
2013-10-02,196.720969158391,423.688173539227,156.465804020451,119.813127526207,322.880300414914,0.0,1.0,12.7,10.0,0.0,0.0
2013-10-03,75.23373024174691,592.567211256288,192.293311340733,148.994652688514,440.898116086485,0.0,0.0,11.7625,12.0,5.0,0.0
2013-10-04,156.066122625816,501.347948785726,179.301551909794,74.562061444226,280.756383513395,0.0,5.0,11.2,8.0,63.0,0.0
2013-10-05,152.280762053885,532.496621420318,225.91006672743896,66.2032518834826,326.993164913838,0.0,7.0,15.575,8.0,20.0,0.0
2013-10-06,92.4805772695364,534.597184990357,225.346819831364,129.952199872951,340.701203063945,0.0,7.0,15.25,6.0,0.0,0.0
2013-10-07,124.841544023845,372.452301813743,146.80201055568,70.2008226210611,318.481660598268,0.0,1.0,16.275,7.0,0.0,0.0
2013-10-08,96.867100978839,324.616615610371,179.71807625926,73.2079831960351,245.656923063522,0.0,6.0,15.1125,8.0,61.0,0.0
2013-10-09,149.761758936995,369.540618454844,153.104643981133,101.892689553858,260.831242292014,0.0,7.0,14.3125,10.0,21.0,0.0
2013-10-10,119.300284972145,349.149490881751,157.491453078096,70.9668372971161,266.156733546376,0.0,5.0,10.975,6.0,0.0,0.0
2013-10-11,123.2348187168,349.112977802115,166.021960265633,75.30240747387539,229.072309397699,0.0,7.0,13.8625,20.0,10.0,0.0
2013-10-12,140.262421715801,425.070804590291,204.748697582742,85.8339467852549,273.221595297806,0.0,8.0,13.025,21.0,63.0,0.0
2013-10-13,42.9967926268111,452.275706400622,187.165299913108,149.25084502852,248.357762950889,0.0,5.0,10.8625,5.0,0.0,0.0
2013-10-14,109.863744271226,328.255116835268,155.668175429767,52.4609987818665,270.419718876308,0.0,2.0,12.525,6.0,0.0,0.0
2013-10-15,130.431802598324,354.885414944464,127.284237581592,93.0578771174161,219.941750803178,0.0,7.0,10.6625,4.0,63.0,0.0
2013-10-16,146.070583461057,324.757529273156,143.148086490441,91.1515914626467,288.91825808676,0.0,8.0,12.275,7.0,0.0,0.0
2013-10-17,89.94118378554758,324.982641344802,138.523531007126,85.6188586141792,244.428871611246,0.0,7.0,12.0,15.0,65.0,0.0
2013-10-18,111.233698203856,321.70990029733,154.060413787211,65.0176982906717,295.076856315502,0.0,1.0,9.075,9.0,0.0,0.0
2013-10-19,121.590860465012,379.7774092487,218.403804936665,61.589080615236,281.559213676245,0.0,7.0,9.45,9.0,0.0,0.0
2013-10-20,70.1419855298474,437.66111375148,184.738688804128,124.018841960182,229.516910132085,0.0,7.0,15.1875,8.0,21.0,0.0
2013-10-21,122.987868193302,312.390458346719,158.600060112572,71.2443638417337,187.562777604076,0.0,7.0,14.2625,8.0,61.0,0.0
2013-10-22,111.927088663048,367.731628638611,124.349835290535,96.99230947773219,255.79361376724296,0.0,2.0,17.6375,7.0,0.0,0.0
2013-10-23,125.816016210178,339.191026703081,127.206231759846,94.6638761998211,271.192325022255,0.0,6.0,17.675,9.0,0.0,0.0
2013-10-24,123.163406361057,347.147339698928,156.231332746406,95.9995140166535,246.175469323983,41.8130384176761,5.0,12.6875,12.0,61.0,0.0
2013-10-25,113.661858634409,331.531922475238,160.591057645463,70.0532365692146,262.479741759397,16.4108759321994,7.0,11.8875,7.0,61.0,0.0
2013-10-26,161.678805315967,403.176380323358,189.242202262172,63.040579010536,260.812943526863,18.5744577876439,5.0,16.775,10.0,21.0,0.0
2013-10-27,102.355195816072,541.86792448218,190.71273713304896,186.53763844847896,292.452459619799,24.6400839236906,6.0,14.9875,16.0,65.0,0.0
2013-10-28,129.482192717092,358.47390890485,133.336139828081,74.3238360664755,196.841869220639,0.0,7.0,14.3625,29.0,63.0,0.0
2013-10-29,112.285893935052,343.382554561478,140.485738793355,74.735898673334,194.05035887137296,43.5153660789191,7.0,10.775,17.0,63.0,0.0
2013-10-30,121.506077008915,315.521819776895,130.066409188398,48.1084083947754,295.266893345374,38.8942676789686,6.0,10.4375,10.0,61.0,0.0
2013-10-31,133.723541287582,297.251141804671,131.888004220895,85.5171451600742,242.15285966786496,16.8022951787266,5.0,11.1625,13.0,21.0,0.0
2013-11-01,100.182160485504,336.018177940212,131.595462324601,91.3424292969203,273.370278323609,48.6054000047875,8.0,10.625,9.0,63.0,0.0
2013-11-02,149.172348030766,433.411475491698,196.1559913362,60.8349248921595,225.660926756768,70.1309361215906,8.0,8.887499999999998,3.0,63.0,0.0
2013-11-03,97.4532740046654,549.620047848044,170.032963538546,128.473076323971,250.834570281876,34.2580409055977,6.0,10.7,15.0,21.0,0.0
2013-11-04,137.864260444157,269.386056106044,127.268329765293,0.0,243.480688862574,17.8744198764574,7.0,6.8375,7.0,63.0,0.0
2013-11-05,103.700267261952,247.501683917765,103.887044199963,74.2946461688414,189.316339883043,41.7139880995306,4.0,8.9,12.0,61.0,0.0
2013-11-06,109.097001107423,273.952220004938,79.08898616437449,64.0286940032467,193.037644420427,50.5185888728345,4.0,8.137499999999998,12.0,63.0,0.0
2013-11-07,118.470603286455,276.67098423661,122.745430561521,67.28589279623489,225.68407144174296,50.2266196683466,6.0,9.5,10.0,61.0,0.0
2013-11-08,132.796244239256,270.935184532938,101.771889831401,65.3154182108296,208.93188410525497,53.5192500112591,3.0,9.325,9.0,0.0,0.0
2013-11-09,99.9317959514759,391.257430539666,136.287645125254,63.0232472685735,221.231762690697,51.1297514715512,5.0,7.7,16.0,63.0,0.0
2013-11-10,108.561660295105,554.358848899602,190.963900511964,176.522124121548,338.893723228729,39.7377803974395,2.0,6.9875,12.0,63.0,0.0
2013-11-11,124.580485617569,277.910909861899,120.162641671644,76.1706634927456,242.681615020156,62.3605448128483,2.0,8.3125,5.0,0.0,0.0
2013-11-12,111.970870543294,257.30649814667294,107.253206740507,49.015589398233296,196.457888917276,41.3570335382478,7.0,5.9375,9.0,61.0,0.0
2013-11-13,78.0382483442215,253.679516784304,119.867748504171,65.8442679091616,243.067077049956,65.0616903306825,1.0,8.8,12.0,0.0,0.0
2013-11-14,121.180219705286,252.67230124452496,69.8361305530764,57.5383042189858,209.05119024913697,44.835361143700496,5.0,6.9375,9.0,21.0,0.0
2013-11-15,122.76929773359,261.631579072909,93.67948693682659,51.4925840580978,210.424923048355,61.0014708202482,7.0,6.45,6.0,21.0,0.0
2013-11-16,126.793397398979,388.456732659322,137.151643129665,49.4223775237036,261.755181235489,72.2449528103848,8.0,8.875,12.0,0.0,0.0
2013-11-17,74.3945185864517,585.3606334612209,219.230607681238,177.087584201101,434.514684349967,37.9512648752007,2.0,8.887499999999998,8.0,0.0,0.0
2013-11-18,129.109032642028,271.38800449289,91.0125010507372,49.887997200733295,211.412460843845,64.8333393440256,7.0,6.65,5.0,63.0,0.0
2013-11-19,106.906118646237,256.059323867932,82.9422221901555,54.997827217192096,175.243335348158,61.9559723571108,8.0,5.8375,8.0,61.0,0.0
2013-11-20,124.324612351715,254.568609014357,97.78928123415369,78.1131998337016,189.093245051335,70.0645170068576,6.0,3.85,6.0,0.0,0.0
2013-11-21,144.359927455555,265.659732396587,101.903925231963,58.3913411790683,188.007263743597,95.32848089948409,2.0,3.275,8.0,10.0,0.0
2013-11-22,107.962731413831,264.858352033057,93.07360465221049,57.772940183732096,182.217584291959,111.068512845509,7.0,5.375,10.0,21.0,0.0
2013-11-23,96.51967667613408,371.973598822071,174.47896691478,91.899653481564,208.761601079823,60.8486978870594,3.0,4.9125,6.0,0.0,0.0
2013-11-24,76.4120061231823,563.703199691435,256.642590494745,175.128357778932,369.426275393692,90.70616381449027,0.0,4.6,16.0,0.0,0.0
2013-11-25,129.81992805086,243.739175008053,73.4033326848311,92.5228806731995,243.044424030491,91.45267014393609,0.0,3.7,10.0,0.0,0.0
2013-11-26,123.431703158233,270.066780638125,102.058774564762,57.5784741040714,246.470658207108,87.9569789296446,2.0,2.3125,6.0,0.0,0.0
2013-11-27,93.53214543039219,249.98388856265,73.1540919998792,78.1936852275363,199.97114437881297,60.3973679194948,8.0,7.3125,12.0,61.0,0.0
2013-11-28,128.842426194061,245.15790354854497,111.25498488686,101.637479250916,218.574938092632,90.6225992800748,2.0,8.025,18.0,0.0,0.0
2013-11-29,104.966463375073,270.604986736201,98.1353983496204,83.7787352392597,198.64376274109696,76.74751450320899,8.0,5.9875,11.0,63.0,0.0
2013-11-30,104.09003869481,364.558396204025,113.559536109209,0.0,184.67055929523096,143.915450636457,7.0,5.525,10.0,20.0,0.0
2013-12-01,68.0762231823542,584.644687013588,192.10864879429496,140.686615291205,251.171365445472,44.0077752087685,5.0,8.662499999999998,20.0,61.0,0.0
2013-12-02,113.931498716313,278.664927166837,112.729510161019,73.3221953360975,200.880829213958,82.4652842288532,0.0,3.0625,4.0,10.0,0.0
2013-12-03,94.76586520802259,247.82662169358,112.863485924238,68.5617336096169,187.803590029425,65.9731311817255,8.0,1.7125,6.0,28.0,0.0
2013-12-04,128.922855106228,267.381898238725,118.598952445714,63.7021074904902,214.941099341808,49.6036003125754,7.0,5.85,11.0,63.0,0.0
2013-12-05,120.974699669869,270.133710033378,114.608744793432,66.2712031267702,190.110646923888,128.169290294417,7.0,4.4625,24.0,63.0,0.0
2013-12-06,112.015650593347,242.429691903367,72.7803476565256,81.36146472157108,211.036554280616,70.4079048569509,6.0,1.7875,25.0,73.0,0.0
2013-12-07,121.408564819885,330.405150816589,116.79937370528,61.3937929370576,194.816564885098,80.1179141217449,5.0,1.0,11.0,22.0,0.0
2013-12-08,36.2650169585334,502.371531950746,169.017349331006,101.998231468739,211.40480292494,41.6271818292862,8.0,6.975,16.0,63.0,0.0
2013-12-09,134.680550018524,224.635145960176,104.226092074174,66.1496191363994,170.524972886057,85.9735669347355,7.0,9.2375,10.0,45.0,0.0
2013-12-10,104.352034970751,257.948246753247,112.124568350855,60.8077382038886,149.431342843146,67.8622027353327,7.0,7.1875,8.0,61.0,0.0
2013-12-11,85.9079819233536,258.730733034518,76.939456885603,49.7261823587047,155.814778301331,36.8244763668639,7.0,5.025,9.0,10.0,0.0
2013-12-12,88.2075449690532,246.42048661734296,99.2007093905854,62.7526558507983,180.75061797104,104.880352148774,8.0,2.525,8.0,28.0,0.0
2013-12-13,85.5324935340658,215.102454376754,66.2056003249106,0.0,181.364999270263,90.0832446655234,7.0,3.5375,6.0,61.0,0.0
2013-12-14,120.787742012371,327.613078777548,103.130500344652,0.0,197.802586637735,99.8155116392742,7.0,3.0125,7.0,61.0,0.0
2013-12-15,71.5352172710921,564.33503068692,188.326403909678,97.4825174374607,217.492553439895,114.662454089235,8.0,7.925,12.0,61.0,0.0
2013-12-16,120.791211521354,230.285819128034,72.94626948526381,37.1897783267561,157.392485896369,47.6501511414247,8.0,8.775,12.0,0.0,0.0
2013-12-17,74.6283250889016,261.524378936327,88.8118459700858,69.9500582980743,174.571555755812,60.5001349401418,8.0,4.95,8.0,61.0,0.0
2013-12-18,86.4115250991858,241.880289555687,78.67043296463838,81.0249143151096,183.895860880414,69.5040386540523,7.0,6.85,8.0,10.0,0.0
2013-12-19,101.589644453608,265.154110289682,66.4245588886188,79.05723400666179,175.651475866415,89.47066908686028,7.0,7.4,10.0,63.0,0.0
2013-12-20,114.601001275823,273.618541350621,91.3320661013639,69.9295037876725,187.406124646547,66.4826350991988,7.0,5.2875,10.0,61.0,0.0
2013-12-21,124.541759682586,354.063657483224,120.97859354729,63.5616525987563,191.007159526764,98.55354953634169,8.0,6.5625,13.0,63.0,0.0
2013-12-22,41.7300439888931,463.81219748514,145.07834868862,138.655812124506,236.081350951816,74.7138069947243,7.0,8.137499999999998,12.0,61.0,0.0
2013-12-23,183.608991270752,430.94267042062,129.105729760414,60.8076590130824,221.057091994517,109.827662725605,3.0,5.4875,10.0,0.0,0.0
2013-12-24,220.330670230618,531.778119659333,131.060157748043,0.0,251.56625084471696,61.36878208577,7.0,11.4375,18.0,61.0,0.0
2013-12-25,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.5625,13.0,21.0,0.0
2013-12-26,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.775,6.0,28.0,0.0
2013-12-27,152.367434643543,433.889713549154,155.11961993256,0.0,270.571377693833,34.5569447026584,7.0,5.7625,15.0,63.0,0.0
2013-12-28,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0625,9.0,21.0,0.0
2013-12-29,131.267289010755,510.01506997110096,186.14487376199696,175.489183127665,292.517266268393,30.1718294542218,7.0,5.7125,9.0,63.0,0.0
2013-12-30,126.58984459848,494.782420691912,187.939016759106,0.0,454.376684162368,40.86384615436,4.0,4.75,11.0,10.0,0.0
2013-12-31,211.390838466052,586.131309693688,192.198716551642,0.0,1625.69060128682,0.0,4.0,5.0375,7.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5125,8.0,63.0,0.0
2014-01-02,153.166492227541,449.418219323415,142.307970667817,71.7295837755931,257.525894400416,35.620197470415,7.0,6.25,9.0,63.0,0.0
2014-01-03,109.484763536521,405.81447819760496,99.60581480247721,111.358444084666,227.91315882647,0.0,7.0,6.8375,10.0,63.0,0.0
2014-01-04,116.250540066432,408.762961257816,176.104155461342,104.673188597976,262.179156885669,0.0,5.0,6.9375,11.0,0.0,0.0
2014-01-05,67.7899909491401,529.982266493949,178.657856307418,124.764364378822,242.820622344855,0.0,7.0,6.1875,11.0,63.0,0.0
2014-01-06,146.911067784297,299.87448098213093,96.4413422236739,104.294206603332,247.848021036211,0.0,7.0,7.912499999999999,11.0,65.0,0.0
2014-01-07,147.5457609484,296.549615645128,112.998810300322,79.41688621639929,211.332603686944,0.0,7.0,10.4375,13.0,0.0,0.0
2014-01-08,99.90687678974008,258.406939246541,110.955888544422,82.33701537609451,225.800497171104,0.0,7.0,8.637499999999998,15.0,63.0,0.0
2014-01-09,113.541525918277,260.439674899334,83.9980788562239,80.27118618384169,243.43025302424496,0.0,7.0,9.6125,16.0,61.0,0.0
2014-01-10,119.05554059635,286.482721735479,95.5815560630447,63.2504812118984,218.497124848402,0.0,7.0,6.6375,17.0,61.0,0.0
2014-01-11,127.95986526115,384.22983618022,135.297629284998,57.1201137737824,255.193769001422,0.0,7.0,5.5875,18.0,63.0,0.0
2014-01-12,83.40174985217729,582.354079603658,219.451253434072,187.466582265489,268.081222848751,0.0,2.0,5.525,16.0,21.0,0.0
2014-01-13,103.994034974792,251.321752602056,91.94940270917449,49.899621562194895,244.284690811498,0.0,8.0,3.1375,10.0,69.0,0.0
2014-01-14,166.347532764571,305.619039555862,122.777586804221,83.75915572535821,258.018070899922,0.0,6.0,4.225,6.0,28.0,0.0
2014-01-15,139.042567223334,266.688234496087,87.3664607700347,78.6490722353439,258.99138827716,0.0,7.0,3.228571,7.0,28.0,0.0
2014-01-16,117.779119691395,280.275781868982,96.86347111456409,57.5214212168637,217.577430276885,0.0,8.0,2.7375,9.0,63.0,0.0
2014-01-17,94.7938386484339,257.771904141454,104.953877469258,61.4660377155236,228.685872660367,0.0,7.0,6.7375,4.0,61.0,0.0
